teamname,playername,dateupdated,plink,tdate,tweet,polarity,subjectivity,approval,numrt,numfav
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/Therealkrakatau/status/1233995053866962944,2020-03-01 05:58:42+00:00,"Joe Thornton: *Passes it* Puck: Na, I'm gonna go in the net.",0.0,0.0,0.0,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/MolinariPGH/status/1233995036808757248,2020-03-01 05:58:37+00:00,"Joe Thornton shot glances off Jack Johnson's skate and skids past Jarry. Doubt that Johnson's critics will make mention of it, though. #dkps #penguins",-0.25,0.25,-0.188,0,24
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/unrulyian/status/1233994968127004672,2020-03-01 05:58:21+00:00,Joe Thornton gets his pass deflected into the net. Goal. #SjSharks now lead 5-0.,0.0,0.0,0.0,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/Wittnessed/status/1233994924267229184,2020-03-01 05:58:11+00:00,Joe Thornton banks one in off a Penguins' skate. 5-0 Sharks. ,0.0,0.0,0.0,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/PittsburghBR/status/1233994912330330112,2020-03-01 05:58:08+00:00,5-0..... Joe Thornton #LetsGoPens #BrasilTemNHL,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/SharksGoalBot/status/1233994801340702720,2020-03-01 05:57:41+00:00,Joe Thornton scores on a backhand to give #SJSharks a five goal lead vs #Pens with 3:59 to go in 3rd. 5-0 Sharks. http://moneypuck.com/g.htm?id=2019021010,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/Sharks_Gamebot/status/1233994738749071360,2020-03-01 05:57:26+00:00,San Jose Sharks GOAL! Joe Thornton (5) scores on a backhand from 17 feet away with 03:59 left in the 3rd period. Timo Meier (22) Tim Heed (3) Sharks: 5 Penguins: 0 #PITvsSJS,0.0,0.0,0.0,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/Sharks415/status/1233988370134532096,2020-03-01 05:32:08+00:00,Joe Thornton,0.0,0.0,0.0,0,29
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/Sharks_Gamebot/status/1233987740833845250,2020-03-01 05:29:38+00:00,Evan Rodrigues wins the opening faceoff of the 3rd period against Joe Thornton! #PITvsSJS,0.15,0.1,0.135,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/GavKandola/status/1233984061296660482,2020-03-01 05:15:01+00:00,"Poor season, need to rebuild around Joe Thornton. Trade Karlsson, Burns, Kane, and especially Coutoure. Everytime I watch them play they ice the puck. Horrible hockey.",-0.467,0.867,-0.062,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/RapidCerebral/status/1233960158700752896,2020-03-01 03:40:02+00:00,Check out Joe Thornton SP Authentic NHL Icons #i9 https://www.ebay.ca/ulk/itm/143536950801 @eBay,0.5,0.75,0.125,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/HkyNightPunjabi/status/1233960071127691264,2020-03-01 03:39:41+00:00,"#MERIGALSUN | @RandipJanda to Sharks GM, Doug Wilson “You finally listened to me &amp; became a seller! You traded Dillon, Goodrow, Marleau… but you forgot one player: Joe Thornton.” ",0.0,1.0,0.0,1,5
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/deestweets23/status/1233929120167452672,2020-03-01 01:36:42+00:00,"Joe Thornton would never make that list, even with his rooster.",0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/JoeThornton_/status/1233915372543279104,2020-03-01 00:42:04+00:00," #controlwhatyoucan @Conway, Arkansas https://www.instagram.com/p/B9K9jd8BNxE/?igshid=1s493kgu5hu4q",0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/EliXfinity4/status/1233895293994721281,2020-02-29 23:22:17+00:00,Joe Thornton,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/harrmic1/status/1233876700695539714,2020-02-29 22:08:24+00:00,"Darn, lost 3-2 in overtime. St. Thomas is up 1 game to none. We'll even it up tomorrow at 11am right back here at the Joe Thornton arena",-0.038,0.312,-0.026,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/MickColageo/status/1233859488672821248,2020-02-29 21:00:00+00:00,I remember when Fisk was a White Sock longer than he was a Red Sock. More recently Joe Thornton. Now we can say it about Johnny Boychuk. Still feels like he's in the wrong uniform.,0.0,0.33,0.0,1,11
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/Cards_Blues/status/1233810649068834816,2020-02-29 17:45:56+00:00,"""He’s in his 40s and is facing the reality that he’ll never play a meaningful NHL game again, so sounds like him and Joe Thornton have a lot to talk about."" ",0.05,0.45,0.027,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/dooger66/status/1233809536689037312,2020-02-29 17:41:31+00:00,I hope the @penguins In The Room crew gets some good audio of Joe Thornton and Marleau tonight.,0.7,0.6,0.28,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/68_soul/status/1233797771171225600,2020-02-29 16:54:46+00:00,Why don't the @SanJoseSharks buyout #JoeThornton? Let him sign with whoever has a spot for him. A trade deadline deal didn't pan out but this is possible.,0.0,1.0,0.0,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/ViktorAllvin/status/1233792303933853703,2020-02-29 16:33:02+00:00,Och en tribute till joe thornton efter fjärde.,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/SportingGreenSF/status/1233744285171933192,2020-02-29 13:22:14+00:00,What's next for former @SanJoseSharks Patrick Marleau and current Shark Joe Thornton? @rossmckeon column,0.0,0.133,0.0,1,4
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/rszporer/status/1233736351616585728,2020-02-29 12:50:42+00:00,"ICYMI, the #SJSharks have disappointed this season, but they may still be Joe Thornton's best, nay only shot at a Cup in 2020-21 #THW",0.083,0.683,0.026,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/AndrewRPepper/status/1233729212323958784,2020-02-29 12:22:20+00:00,I'm in the same boat. I think the only players the same age as me in the NHL are Patrick Marleau and Joe Thornton. ,0.0,0.417,0.0,0,3
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/KWRegion/status/1233722076235694081,2020-02-29 11:53:59+00:00,"Toronto Maple Leafs Rumours: Revisiting Joe Thornton interest in the offseason, info on Tyson Barrie deadline offers ",0.1,0.0,0.1,1,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/HainesForSF/status/1233705354891915264,2020-02-29 10:47:32+00:00,"Thoughts? San Francisco :: What’s next for ex-Shark Patrick Marleau, current Shark Joe Thornton? - San Francisco Chronicle: What’s next for ex-Shark Patrick Marleau, current Shark Joe… http://dlvr.it/RQz9Rn #PatrickMarleau #JoeThornton #Shark #DougWilson #AndrewCuomo",0.0,0.2,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/nhlshitpost/status/1233631758333153281,2020-02-29 05:55:05+00:00,Joe Thornton just caught Auston Matthews running with Miro Heiskanen. He joined in.,0.0,0.0,0.0,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/mrmxyplidzik1/status/1233626078893289473,2020-02-29 05:32:31+00:00,What would joe Thornton have to say about this,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/SportingGreenSF/status/1233606159640268808,2020-02-29 04:13:22+00:00,What's next for former @SanJoseSharks Patrick Marleau and current Shark Joe Thornton? @rossmckeon column,0.0,0.133,0.0,1,4
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/loaferoatan/status/1233603056521990145,2020-02-29 04:01:02+00:00,Was that the last time Joe Thornton shaved?,0.0,0.067,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/snipeEZ716/status/1233601558073561088,2020-02-29 03:55:05+00:00,Does he though? Joe Thornton was a dishmaster and is one of the best to ever lace it up,1.0,0.3,0.7,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/Robski3030/status/1233596244536307713,2020-02-29 03:33:58+00:00,Jumbo Joe Thornton @UpperDeckHockey SP Game Used Auto Parallel pulled around @JimandSteves today. Had a great run with my case. ,0.133,0.383,0.082,1,7
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/RapidCerebral/status/1233592039931088897,2020-02-29 03:17:16+00:00,Check out Joe Thornton SP Authentic NHL Icons #i9 https://www.ebay.ca/ulk/itm/143536950801 @eBay,0.5,0.75,0.125,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/EliHaas/status/1233589517489143808,2020-02-29 03:07:14+00:00,Joe Thornton to the patriots for qb to get that ring he’s been chasing for 20 years.,0.0,0.0,0.0,0,7
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/Delaware_Hater/status/1233567196204408832,2020-02-29 01:38:32+00:00,Kadri couldn’t fight?? Tell that to joe Thornton’s beard,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/JayAuggs/status/1233565223866384385,2020-02-29 01:30:42+00:00,He absolutely. 100%. Is not candid about injuries. Joe Thornton had a day to day lower body injury for two months. It was a torn ACL. Similar with Karlsson last year and his groin.,-0.025,0.542,-0.011,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/wtyky/status/1233507535728058369,2020-02-28 21:41:28+00:00,That guy from that Stanley Cup contender team that just lost to a zamboni driver who was born two years before Joe Thornton? That’s crazy.,-0.6,0.9,-0.06,0,13
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/joethornton__/status/1233496279772168192,2020-02-28 20:56:45+00:00,Surely things haven’t gotten that desperate? https://twitter.com/KMOV/status/1232742516048289792,-0.05,0.944,-0.003,0,6
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/RyanMckinney198/status/1233481511757910017,2020-02-28 19:58:04+00:00,Holy shit Joe Thornton without his infamous beard.,-0.35,0.9,-0.035,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/MoeSquare/status/1233481179514515457,2020-02-28 19:56:44+00:00,"If it was like, Joe Thornton who scored it, it would have 10-15% less publicity in this country in comparison tbh",-0.167,0.067,-0.156,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/SpectorsHockey/status/1233475168363827200,2020-02-28 19:32:51+00:00,"#ICYMI The latest on Alex Pietrangelo, Torey Krug, Josh Anderson and Joe Thornton in today’s #NHL rumor mill. https://spectorshockey.net/2020/02/nhl-rumor-mill-february-28-2020/",0.5,0.9,0.05,0,3
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/kuklaskorner/status/1233464139508371456,2020-02-28 18:49:02+00:00,"Afternoon Line- Dave Hodge: If I were Jonathan Toews or Joe Thornton, not to mention Steve Yzerman and Joe Sakic, I might have a problem with the number they picked for the name COVID-19. — Dave Hodge (@davehodge20) February 28, 2020 http://dlvr.it/RQxQzv",0.0,0.0,0.0,0,2
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/davehodge20/status/1233461099217014784,2020-02-28 18:36:57+00:00,"If I were Jonathan Toews or Joe Thornton, not to mention Steve Yzerman and Joe Sakic, I might have a problem with the number they picked for the name COVID-19.",0.0,0.0,0.0,2,39
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/kevinpwong/status/1233456187158519808,2020-02-28 18:17:26+00:00,"Patrice Bergeron, Sidney Crosby, Ryan Getzlaf, Dany Heatley, Jarome Iginla, Patrick Marleau, Brenden Morrow, Rich Nash, Corey Perry, Mike Richards, Eric Staal, Joe Thornton, Jonathan Toews.",0.375,0.75,0.094,0,2
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/nhlshitpost/status/1233455182853308416,2020-02-28 18:13:26+00:00,"Joe Thornton, Tyler Seguin, and Charlie McAvoy, have all been choking on their dinner with the same girl. They're all too stupid to notice.",-0.4,0.562,-0.175,1,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/4everASabresFan/status/1233448597259243520,2020-02-28 17:47:16+00:00,"I hear people saying that Eichel only has 2 years left before he starts to decline. Bruh, the best players stay the best players for a loooooooong time. Enter Marty St.Louis (age 31-38), Evgeni Malkin (age 25-33), Patty Kane (age 24-31), and Joe Thornton (age 26-36). ",0.5,0.4,0.3,0,2
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/SharksStats/status/1233446872787734529,2020-02-28 17:40:25+00:00,Longest consecutive games streaks #SJSharks history Patrick Marleau 624 &gt;Brent Burns 535 (active) Joe Pavelski 495 Joe Thornton 379 Joe Thornton 319,-0.133,0.6,-0.053,0,3
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/smcy/status/1233441354434465792,2020-02-28 17:18:29+00:00,#Habs KK has a better points per game average in his 1st 2 seasons than Joe Thornton did. Let’s consider that for a moment... ,-0.017,0.433,-0.009,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/smcy/status/1233440356987015170,2020-02-28 17:14:31+00:00,"Not even sure why next fall is make or break for him? Players develop at a different pace. Maybe KK will start realizing his potential at 21 or 22 or... let’s judge his career as it’s winding down, not 2-3 years into it. Joe Thornton had 7 and 41 points his 1st 2 seasons",0.069,0.556,0.031,0,3
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/rossmckeon/status/1233433263655383040,2020-02-28 16:46:20+00:00,"Joe Thornton isn’t unhappy with Sharks, who top Devils in OT https://m.sfgate.com/sports/article/Logan-Couture-s-overtime-goal-lifts-Sharks-past-15091491.php?utm_campaign=CMS%20Sharing%20Tools%20(Mobile)&amp;utm_source=t.co&amp;utm_medium=referral via @SFGate",-0.05,0.7,-0.015,0,11
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/bigbangjim/status/1233432567191416832,2020-02-28 16:43:34+00:00,Joe Thornton Comments on Rumors About Leaving Sharks #NHLTradeTalk http://nhltradetalk.com/joe-thornton-comments-on-rumors-about-leaving-sharks/,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/ButrymFrank/status/1233420713035522048,2020-02-28 15:56:28+00:00,"@sunhornby Read your column today and laughed at your Joe Thornton possibly signing with them in the off-season. The Leafs are not and never will be a Stanley Cup contender. It seems that you still miss your girlfriend, Nazim Kadri.",0.35,0.6,0.14,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/lexuspilot/status/1233412801575706624,2020-02-28 15:25:02+00:00,@NUFC_fan Could Joe Thornton leave Sharks for Maple Leafs in NHL free agency? ,0.4,0.8,0.08,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/NHLSuomicom/status/1233404204267511809,2020-02-28 14:50:52+00:00,San Jose -legenda Joe Thornton kommentoi viimein Toronto-huhuja: ”Ikoninen seura” https://www.nhlsuomi.com/2020/02/28/san-jose-legenda-joe-thornton-kommentoi-viimein-toronto-huhuja-ikoninen-seura/ #nhlfi,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/myFM_News941/status/1233398020085080065,2020-02-28 14:26:18+00:00,A busy weekend on tap at the Joe Thornton Community Centre. #sttont Full story on our website... https://www.stthomastoday.ca/2020/02/28/stars-teams-hit-the-ice-this-weekend-as-playoffs-begin/,0.225,0.425,0.129,2,3
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/rszporer/status/1233391349308837888,2020-02-28 13:59:47+00:00,"Even if Joe Thornton is (justifiably) disappointed not have gotten deal to a legit contender, he's right where he belongs, assuming he returns for another season #THW #SJSharks",-0.232,0.643,-0.083,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/HainesForSF/status/1233389024850481153,2020-02-28 13:50:33+00:00,"Thoughts? San Francisco :: Joe Thornton isn’t unhappy with Sharks, who top Devils in OT - SFGate: Joe Thornton isn’t unhappy with Sharks, who top Devils in OT SFGate http://dlvr.it/RQwTxj",-0.05,0.7,-0.015,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/GEMMT10/status/1233378199775481857,2020-02-28 13:07:32+00:00, 1996 Upper Deck JOE THORNTON RC ROOKIE HOF Bruins Sharks GEM MINT PSA 10 https://ebay.to/32xw5oQ #MostWatched #PSA10 #HockeyCards,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/sunhornby/status/1233377389771657216,2020-02-28 13:04:19+00:00,"Barrie could yet become popular around town, looking at Joe Thornton in 2021, Panthers get some help from Avengers and more in your Friday Snap Shots: ",0.55,0.7,0.165,1,4
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/SpectorsHockey/status/1233366910647054337,2020-02-28 12:22:41+00:00,"The latest on Alex Pietrangelo, Torey Krug, Josh Anderson and Joe Thornton in today’s #NHL rumor mill. https://www.spectorshockey.net/2020/02/nhl-rumor-mill-february-28-2020/",0.5,0.9,0.05,3,4
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/PlusPuck/status/1233354773258047489,2020-02-28 11:34:27+00:00,"San Jose Joe Thornton scored twice. Game point streak - Artemi Panarin’s 9 &amp; Ryan Strome’s 8 as they assisted twice each. Jesper Fast’s 2nd goal, the winner in 3rd. Igor Shesterkin’s 44 saves, Rangers beat Sharks 3-2 #Rangers #Sharks #NHL #ASL",-0.05,0.25,-0.038,0,2
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/CskiChris/status/1233353579211128833,2020-02-28 11:29:42+00:00,"OTD in @OHLHoundPower History February 28,1997, the Hounds beat @SpitsHockey 9-3. Joe Thornton 4 goals, Nathan Perrott,Richard Uniacke,Trevor Tokarczyk,Ben Schust,Brian Stewart , goals @OHL_History @bobbywmurray",0.0,0.0,0.0,1,2
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/HainesForSF/status/1233343980445659136,2020-02-28 10:51:34+00:00,"Thoughts? San Francisco :: Joe Thornton isn’t unhappy with Sharks, who top Devils in OT - San Francisco Chronicle: Joe Thornton isn’t unhappy with Sharks, who top Devils in OT San Francisco… http://dlvr.it/RQvxYr #JoeThornton #LoganCouture #Shark #BobBoughner #Couture",-0.05,0.7,-0.015,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/nhlshitpost/status/1233311734183665665,2020-02-28 08:43:25+00:00,"After nonstop doing drugs for hours, Joe Thornton is exhausted and just looking for his sweetheart, Evgeny Kuznetsov.",-0.4,0.7,-0.12,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/checkvonhinten/status/1233309443997171713,2020-02-28 08:34:19+00:00,Joe Thornton mit seinem Kinngestrüpp ist natürlich raus... ,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/mattoxstuff/status/1233305706809266179,2020-02-28 08:19:28+00:00,Toronto media- “the leafs are big contenders for joe Thornton this summer” Jumbo- “lol no”,0.4,0.4,0.24,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/nhlshitpost/status/1233276673417732101,2020-02-28 06:24:06+00:00,"It's 3:47 AM. You hear the door open. You reach for something to protect yourself, and start to panic. It's him. Joe Thornton.",0.0,0.5,0.0,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/SanJoseSharks/status/1233276264779137025,2020-02-28 06:22:29+00:00,THREE STARS! @Logancouture @sorensenmarcus Joe Thornton ,0.0,0.0,0.0,45,377
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/Sharks_Gamebot/status/1233272191195795456,2020-02-28 06:06:18+00:00,The three stars for the game are - : Logan Couture (SJS) : Marcus Sorensen (SJS) : Joe Thornton (SJS),-0.4,0.4,-0.24,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/NJDevilsGameBot/status/1233271854183436288,2020-02-28 06:04:57+00:00,The three stars for the game are - : Logan Couture (SJS) : Marcus Sorensen (SJS) : Joe Thornton (SJS),-0.4,0.4,-0.24,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/MyFryHole/status/1233264918041780224,2020-02-28 05:37:24+00:00,Joe Thornton is having himself a game.,-0.4,0.4,-0.24,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/BenchWarmerView/status/1233256581707419648,2020-02-28 05:04:16+00:00,40-year-old Joe Thornton just sprinted his ass off on a 40-yard dash to help Vlasic who was defending a 2-on-1. It's almost March and the #SJSharks are not going to the playoffs. That's what a captain does.,0.0,0.0,0.0,2,22
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/nhlshitpost/status/1233244217343971329,2020-02-28 04:15:08+00:00,Joe Thornton is currently running with Connor McDavid.,0.0,0.4,0.0,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/RapidCerebral/status/1233241529193504770,2020-02-28 04:04:27+00:00,Check out Joe Thornton SP Authentic NHL Icons #i9 https://www.ebay.ca/ulk/itm/143536950801 @eBay,0.5,0.75,0.125,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/SJCudaKing/status/1233241242638487552,2020-02-28 04:03:19+00:00,I got all the joe Thornton @SAPSports player profile questions wrong ,-0.5,0.9,-0.05,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/Joe__Thornton/status/1233238995024347136,2020-02-28 03:54:23+00:00,Want To Learn How To Be A Leader? Avoid These 5 Leadership Potholes And You’ll Be On Your Way,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/SjSharksFACTS/status/1233238103684456449,2020-02-28 03:50:51+00:00,#SJSharks Joe Thornton scored one of his 5 hat-tricks and five points' record (tied Florida) vs #NJDevils in 27 October 2010.,0.0,0.0,0.0,0,2
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/RFWill149/status/1233225425142181888,2020-02-28 03:00:28+00:00,2 #SJSharks Mystery Pucks...Both Joe Thornton...I'm good with this ,0.7,0.6,0.28,1,32
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/win_bolts/status/1233221627535601664,2020-02-28 02:45:22+00:00,Joe thornton is a hall of Famer.....didn’t get him a ring. This team sucks and has no heart,-0.3,0.3,-0.21,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/iamyaseenali/status/1233218293105930242,2020-02-28 02:32:07+00:00,Rookie of the year is Joe Thornton's to lose,0.0,0.0,0.0,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/sharks_fanly/status/1233216047915859974,2020-02-28 02:23:12+00:00,Joe Thornton showing Sharks no sign of post-trade deadline hangover #Sharks https://fanly.link/9ba7c7860a,0.0,0.0,0.0,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/ohshlebs/status/1233213923106541568,2020-02-28 02:14:45+00:00,I love Joe Thornton more than 95% of people tbh,0.5,0.55,0.225,0,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/bsearle1993/status/1233207243090382850,2020-02-28 01:48:13+00:00,And Joe Thornton's playoff success,0.3,0.0,0.3,0,15
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/glefrancoisLP/status/1233206487507447810,2020-02-28 01:45:13+00:00,"#Habs Phillip Danault n'a pas de but à ses 18 derniers matchs, en calculant celui de ce soir, mais a 11 passes au cours de cette séquence. Une fiche à la Joe Thornton!",0.0,0.0,0.0,0,14
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/pfk3/status/1233204874029875200,2020-02-28 01:38:48+00:00,Friend - trying to be a smartass - asked: “Are you looking forward to going to see the San Jose Barracuda w/ special guest Joe Thornton play at SAP tonight?” My response? “OF COURSE I AM!” Go #SJSharks,0.446,0.571,0.191,0,10
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/ryanstahl_/status/1233191085356138496,2020-02-28 00:44:00+00:00,I want to see Joe Thornton and Patrick Marleau win a cup,0.8,0.4,0.48,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/_ChristmasTime_/status/1233184757950840833,2020-02-28 00:18:52+00:00,"I absolutely cannot go, but I would gladly take a Joe Thornton gif",0.35,0.95,0.018,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/Oddserstrom/status/1233169594380115968,2020-02-27 23:18:37+00:00, San Jose Sharks - New Jersey Devils Joe Thornton Over 0.5 Points @2.30 Coolbet,0.136,0.455,0.074,0,0
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/sjsharkshistory/status/1233166708593922048,2020-02-27 23:07:09+00:00,"In honor of #PokemonDay today, here is #SJSharks forward Joe Thornton playing #PokemonYellow on a teal #GameboyColor during Sharks Media Day at Solar 4 America Ice on Sept. 12, 2019. #GottaCatchEmAll #Pokemon Sharks Twitter",0.0,0.0,0.0,4,33
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/BairNBCS/status/1233166640281309184,2020-02-27 23:06:52+00:00,Joe Thornton showing Sharks no sign of post-trade deadline hangover | NBCS Bay Area https://www.nbcsports.com/bayarea/sharks/joe-thornton-showing-sharks-no-sign-post-trade-deadline-hangover,0.0,0.0,0.0,1,1
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/mikev527/status/1233165428475691015,2020-02-27 23:02:03+00:00,"Toronto Maple Leafs Rumours: Revisiting Joe Thornton interest in the offseason, info on Tyson Barrie deadline offers ⁦@TealingSharkGrl⁩ #Leafs want Joe ? ",0.1,0.0,0.1,0,5
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/SjSharksFACTS/status/1233164997699784706,2020-02-27 23:00:21+00:00,"#SJSharks Joe Thornton has scored 20+ goals and served 30+ assists versus only three NHL teams: 1) Arizona (24G, 65A) 2) Dallas (20G, 50A) 3) New Jersey Devils (20G, 30A) @sharkvoice @SharksStats @SanJoseSharksPR",0.068,0.727,0.019,1,5
San Jose Sharks,Joe Thornton,2020-05-27_19_49_43,https://twitter.com/tmlfanfury/status/1233152697395744769,2020-02-27 22:11:28+00:00,"[Leafs Links] Leafs could revisit Joe Thornton interest this offseason, offers on Tyson Barrie underwhelming at deadline, timeline on Morgan Rielly return https://mapleleafshotstove.com/2020/02/27/toronto-maple-leafs-rumours-february-27-morgan-rielly-joe-thornton-tyson-barrie/ via @circleboom",0.1,0.0,0.1,0,0
